text_id,n_words_masked,n_words_orig,mask_ratio,n_vowels,oov_rate,schwa_v1_AH0,mean_word_length,mean_sentence_length,latinate_ratio,mean_syllables,fk_grade,register
spoken_face-to-face_charlotte_ManserAlexis,795,1870,0.5748663101604279,1120,0.00880503144654088,0.11517857142857142,5.0754716981132075,29.21875,0.026415094339622643,1.5257861635220127,13.809589229559752,spoken_conv
spoken_face-to-face_charlotte_McCloskeyKevin,1175,2585,0.5454545454545454,1526,0.005957446808510639,0.07863695937090433,4.799148936170213,19.732824427480917,0.01702127659574468,1.4102127659574468,8.746312165015429,spoken_conv
spoken_face-to-face_charlotte_MevilleSusan,1245,3346,0.627913927077107,2010,0.004819277108433735,0.19651741293532338,5.513253012048192,34.854166666666664,0.04979919678714859,1.7196787148594377,18.295333835341363,spoken_conv
spoken_face-to-face_charlotte_MillerFlora,940,2182,0.5692025664527955,1264,0.013829787234042552,0.10522151898734178,5.109574468085106,8.233962264150943,0.022340425531914895,1.4851063829787234,5.145500602167807,spoken_conv
spoken_face-to-face_charlotte_MillsJanie,1116,2601,0.5709342560553633,1366,0.027777777777777776,0.06881405563689605,4.612903225806452,11.876712328767123,0.015232974910394265,1.332437275985663,4.7646776648500015,spoken_conv
spoken_face-to-face_charlotte_MorrisKatie,851,1824,0.5334429824561404,1326,0.01527614571092832,0.13800904977375567,5.520564042303173,13.818181818181818,0.05992949471210341,1.7203290246768508,10.09897340027775,spoken_conv
spoken_face-to-face_charlotte_MottSara,541,1230,0.5601626016260163,822,0.0036968576709796672,0.16423357664233576,5.44731977818854,19.21875,0.04621072088724584,1.6802218114602587,11.731929875231057,spoken_conv
spoken_face-to-face_charlotte_NapierDianne,975,2225,0.5617977528089888,1334,0.010256410256410256,0.11544227886056972,5.13025641025641,23.177083333333332,0.022564102564102566,1.5271794871794873,11.469780448717952,spoken_conv
spoken_face-to-face_charlotte_NesbittFrank,1125,2628,0.571917808219178,1562,0.0044444444444444444,0.11907810499359796,4.9671111111111115,14.764044943820224,0.041777777777777775,1.4942222222222221,7.799799750312111,spoken_conv
spoken_face-to-face_charlotte_O_ConnorChris,765,1670,0.5419161676646707,1102,0.00784313725490196,0.18602540834845735,5.17124183006536,19.647058823529413,0.02091503267973856,1.580392156862745,10.720980392156864,spoken_conv
spoken_face-to-face_charlotte_PetersDamien,522,1143,0.5433070866141732,751,0.013409961685823755,0.09720372836218376,5.2011494252873565,21.98076923076923,0.019157088122605363,1.5229885057471264,10.953764367816095,spoken_conv
spoken_face-to-face_charlotte_PhillipsJason,655,1504,0.5644946808510638,862,0.0061068702290076335,0.09396751740139211,4.801526717557252,22.11764705882353,0.02748091603053435,1.4137404580152673,9.71801975752133,spoken_conv
spoken_face-to-face_charlotte_PrevatteStephanie,1032,2418,0.5732009925558312,1316,0.005813953488372093,0.08206686930091185,4.659883720930233,10.794642857142858,0.03197674418604651,1.380813953488372,4.913515365448507,spoken_conv
spoken_face-to-face_charlotte_PropstKenny,683,1688,0.5953791469194313,1004,0.013177159590043924,0.14342629482071714,5.354319180087848,12.057142857142857,0.0527086383601757,1.6486090775988287,8.565872829951896,spoken_conv
spoken_face-to-face_charlotte_PutnamScott,1020,2334,0.5629820051413882,1611,0.00980392156862745,0.18373680943513346,5.490196078431373,24.829787234042552,0.056862745098039215,1.6980392156862745,14.130479766374638,spoken_conv
spoken_face-to-face_charlotte_QuelerAdam,528,1151,0.5412684622067767,790,0.017045454545454544,0.16329113924050634,5.176136363636363,11.8659793814433,0.05113636363636364,1.6231060606060606,8.190383473914402,spoken_conv
spoken_face-to-face_charlotte_RagoneseLaura,551,1239,0.5552865213882163,780,0.010889292196007259,0.12564102564102564,5.038112522686025,29.5,0.032667876588021776,1.52994555353902,13.968357531760436,spoken_conv
spoken_face-to-face_charlotte_ReeseJennifer,520,1211,0.5706028075970273,670,0.0,0.11044776119402985,4.851923076923077,14.768292682926829,0.013461538461538462,1.4307692307692308,7.05271106941839,spoken_conv
spoken_face-to-face_charlotte_ReidSandra,786,1854,0.5760517799352751,1096,0.002544529262086514,0.12226277372262774,5.207379134860051,18.54,0.027989821882951654,1.5419847328244274,9.836019847328242,spoken_conv
spoken_face-to-face_charlotte_RussellMary,596,1322,0.5491679273827534,823,0.003355704697986577,0.13608748481166463,5.218120805369128,17.864864864864863,0.03355704697986577,1.5335570469798658,9.473270451659715,spoken_conv
spoken_face-to-face_charlotte_ShamblinGladys,811,1814,0.5529217199558986,1197,0.002466091245376079,0.164578111946533,5.2046855733662145,16.196428571428573,0.035758323057953144,1.6115906288532675,9.743376563325704,spoken_conv
spoken_face-to-face_charlotte_SheltonMichael,1635,3897,0.5804464973056197,2429,0.007339449541284404,0.123095924248662,5.423853211009174,14.650375939849624,0.04281345565749235,1.6281345565749235,9.335634384125452,spoken_conv
spoken_face-to-face_charlotte_SilvaCaroline,505,1207,0.5816072908036454,708,0.0039603960396039604,0.1115819209039548,5.152475247524753,13.263736263736265,0.027722772277227723,1.5207920792079208,7.528203677510611,spoken_conv
spoken_face-to-face_charlotte_SmithPatricia,671,1501,0.552964690206529,1009,0.004470938897168405,0.12983151635282458,5.344262295081967,19.493506493506494,0.04918032786885246,1.600596125186289,10.899501809665743,spoken_conv
spoken_face-to-face_charlotte_SpeckmanNancy,938,2161,0.5659416936603424,1266,0.013859275053304905,0.12717219589257503,5.1023454157782515,14.60135135135135,0.024520255863539446,1.4893390191897655,7.678727453466262,spoken_conv
spoken_face-to-face_charlotte_StJohnEric,801,1847,0.566323768272875,1147,0.017478152309612985,0.10897994768962511,5.247191011235955,16.06086956521739,0.04244694132334582,1.5905118601747816,9.441779080497206,spoken_conv
spoken_face-to-face_charlotte_StackCarmen,862,2037,0.5768286696121747,1192,0.004640371229698376,0.10570469798657718,4.877030162412993,16.834710743801654,0.013921113689095127,1.476798143851508,8.401755287530445,spoken_conv
spoken_face-to-face_charlotte_ThomasKay,681,1471,0.5370496261046906,894,0.007342143906020558,0.09507829977628636,5.12481644640235,8.808383233532934,0.03524229074889868,1.4904552129221733,5.43264097355949,spoken_conv
spoken_face-to-face_charlotte_ThomasLamar,910,1993,0.5434019066733567,1281,0.013186813186813187,0.1444184231069477,5.264835164835165,10.27319587628866,0.05714285714285714,1.5648351648351648,6.881601336807524,spoken_conv
spoken_face-to-face_charlotte_WenlyRichard,1293,2843,0.5451987337319733,2050,0.005413766434648105,0.2048780487804878,5.534416086620263,30.24468085106383,0.05877803557617943,1.740139211136891,16.73906822333021,spoken_conv
spoken_face-to-face_charlotte_WentzLarry,1141,2484,0.5406602254428341,1615,0.03418054338299737,0.10897832817337462,5.212971078001753,16.235294117647058,0.03067484662576687,1.621384750219106,9.874104758467805,spoken_conv
spoken_face-to-face_charlotte_WentzLinda,1080,2530,0.5731225296442688,1549,0.024074074074074074,0.1407359586830213,5.336111111111111,14.970414201183432,0.05092592592592592,1.5898148148148148,9.008276353276354,spoken_conv
spoken_face-to-face_charlotte_WerthChristopher,557,1222,0.5441898527004909,833,0.010771992818671455,0.12605042016806722,5.206463195691203,9.934959349593496,0.05206463195691203,1.6122082585278277,7.308691596969833,spoken_conv
spoken_face-to-face_charlotte_WhiteChristine,981,2242,0.5624442462087422,1282,0.00815494393476045,0.09750390015600624,5.08664627930683,9.964444444444444,0.019367991845056064,1.4393476044852191,5.280435066258921,spoken_conv
spoken_face-to-face_charlotte_WhiteJustin,535,1187,0.5492839090143218,697,0.016822429906542057,0.08895265423242468,5.031775700934579,4.844897959183673,0.028037383177570093,1.4616822429906542,3.547360671371351,spoken_conv
spoken_face-to-face_charlotte_WorthingtonFrances,2761,6458,0.5724682564261381,3965,0.010503440782325244,0.13165195460277426,5.316189786309308,14.224669603524228,0.030423759507424847,1.5679101774719304,8.458961239543228,spoken_conv
spoken_face-to-face_charlotte_WynnTammi,847,2037,0.5841924398625429,1129,0.0059031877213695395,0.09920283436669619,5.0578512396694215,30.863636363636363,0.0448642266824085,1.4580873671782764,13.652249114521847,spoken_conv
spoken_face-to-face_charlotte_YoussefJoseph,630,1396,0.5487106017191977,968,0.011111111111111112,0.1828512396694215,5.285714285714286,15.863636363636363,0.044444444444444446,1.6666666666666667,10.26348484848485,spoken_conv
spoken_telephone_switchboard_20_sw2005-ms98-a-trans,751,1695,0.5569321533923304,1163,0.006657789613848202,0.16852966466036112,5.336884154460719,1695.0,0.03595206391478029,1.6498002663115845,664.9276431424768,spoken_phone
spoken_telephone_switchboard_20_sw2006-ms98-a-trans,671,1435,0.5324041811846689,1007,0.02533532041728763,0.1717974180734856,5.123695976154993,1435.0,0.06557377049180328,1.645305514157973,563.474605067064,spoken_phone
spoken_telephone_switchboard_20_sw2012-ms98-a-trans,873,2014,0.5665342601787487,1451,0.006872852233676976,0.18401102687801515,5.702176403207331,2014.0,0.046964490263459335,1.7846506300114549,790.9288774341352,spoken_phone
spoken_telephone_switchboard_20_sw2013-ms98-a-trans,913,2018,0.5475718533201189,1270,0.02190580503833516,0.1220472440944882,5.0131434830230015,2018.0,0.025191675794085433,1.501642935377875,789.1493866374589,spoken_phone
spoken_telephone_switchboard_20_sw2015-ms98-a-trans,570,1245,0.5421686746987953,853,0.0017543859649122807,0.15123094958968347,5.298245614035087,1245.0,0.03684210526315789,1.6228070175438596,489.10912280701757,spoken_phone
spoken_telephone_switchboard_20_sw2017-ms98-a-trans,582,1288,0.5481366459627329,782,0.01718213058419244,0.12531969309462915,4.989690721649485,1288.0,0.03951890034364261,1.4536082474226804,503.8825773195876,spoken_phone
spoken_telephone_switchboard_20_sw2018-ms98-a-trans,619,1351,0.5418208734270911,828,0.006462035541195477,0.13285024154589373,4.830371567043619,1351.0,0.035541195476575124,1.4588045234248788,528.5138933764135,spoken_phone
spoken_telephone_switchboard_20_sw2020-ms98-a-trans,894,1972,0.5466531440162272,1282,0.006711409395973154,0.15834633385335414,5.027964205816555,1972.0,0.026845637583892617,1.5682326621923937,771.9951454138702,spoken_phone
spoken_telephone_switchboard_20_sw2022-ms98-a-trans,500,1200,0.5833333333333333,691,0.002,0.10709117221418235,4.992,1200.0,0.04,1.452,469.5436,spoken_phone
spoken_telephone_switchboard_20_sw2023-ms98-a-trans,828,1817,0.5443037974683544,1044,0.004830917874396135,0.10440613026819924,4.375603864734299,1817.0,0.027777777777777776,1.3055555555555556,708.4455555555555,spoken_phone
spoken_telephone_switchboard_20_sw2024-ms98-a-trans,552,1145,0.5179039301310044,840,0.0036231884057971015,0.18095238095238095,5.175724637681159,1145.0,0.036231884057971016,1.6159420289855073,450.02811594202905,spoken_phone
spoken_telephone_switchboard_20_sw2025-ms98-a-trans,630,1373,0.5411507647487255,907,0.009523809523809525,0.14002205071664828,5.163492063492064,1373.0,0.03968253968253968,1.5587301587301587,538.2730158730159,spoken_phone
spoken_telephone_switchboard_20_sw2027-ms98-a-trans,912,2134,0.5726335520149953,1233,0.01644736842105263,0.154095701540957,5.06469298245614,2134.0,0.02850877192982456,1.5,834.37,spoken_phone
spoken_telephone_switchboard_20_sw2028-ms98-a-trans,726,1521,0.5226824457593688,1080,0.02203856749311295,0.17222222222222222,5.188705234159779,1521.0,0.0440771349862259,1.6446280991735538,597.006611570248,spoken_phone
spoken_telephone_switchboard_20_sw2038-ms98-a-trans,758,1802,0.5793562708102109,1331,0.00395778364116095,0.23215627347858753,5.637203166226913,1802.0,0.09234828496042216,1.8720316622691293,709.2799736147757,spoken_phone
spoken_telephone_switchboard_20_sw2039-ms98-a-trans,588,1312,0.5518292682926829,836,0.006802721088435374,0.1375598086124402,5.006802721088436,1312.0,0.030612244897959183,1.5578231292517006,514.4723129251701,spoken_phone
spoken_telephone_switchboard_20_sw2040-ms98-a-trans,715,1597,0.5522855353788353,1220,0.002797202797202797,0.1918032786885246,5.7622377622377625,1597.0,0.07412587412587412,1.8167832167832167,628.678041958042,spoken_phone
spoken_telephone_switchboard_20_sw2041-ms98-a-trans,878,2023,0.5659911023232822,1419,0.0056947608200455585,0.18252290345313602,5.550113895216401,2023.0,0.05466970387243736,1.755125284738041,794.0904783599088,spoken_phone
spoken_telephone_switchboard_20_sw2044-ms98-a-trans,933,2022,0.5385756676557863,1239,0.003215434083601286,0.10573042776432606,4.887459807073955,2022.0,0.028938906752411574,1.4362272240085745,789.9374812433011,spoken_phone
spoken_telephone_switchboard_20_sw2045-ms98-a-trans,539,1211,0.5549132947976878,689,0.02040816326530612,0.10740203193033382,4.8645640074211505,1211.0,0.02040816326530612,1.4100185528756957,473.33821892393325,spoken_phone
spoken_telephone_switchboard_20_sw2050-ms98-a-trans,791,1708,0.5368852459016393,1114,0.0,0.1490125673249551,4.979772439949431,1708.0,0.03286978508217446,1.506953223767383,668.3120480404551,spoken_phone
spoken_telephone_switchboard_20_sw2051-ms98-a-trans,682,1518,0.5507246376811594,986,0.004398826979472141,0.18255578093306288,5.070381231671554,1518.0,0.05278592375366569,1.5601173020527859,594.8393841642228,spoken_phone
spoken_telephone_switchboard_20_sw2057-ms98-a-trans,837,1870,0.5524064171122995,1214,0.0035842293906810036,0.16227347611202636,5.211469534050179,1870.0,0.04062126642771804,1.5603345280764636,732.1219474313023,spoken_phone
spoken_telephone_switchboard_20_sw2061-ms98-a-trans,1071,2319,0.5381630012936611,1454,0.021475256769374416,0.1265474552957359,4.791783380018674,2319.0,0.031746031746031744,1.488328664799253,906.3822782446313,spoken_phone
spoken_telephone_switchboard_20_sw2062-ms98-a-trans,846,1992,0.5753012048192772,1273,0.002364066193853428,0.1633935585231736,5.296690307328605,1992.0,0.06501182033096926,1.6264775413711583,780.4824349881796,spoken_phone
spoken_telephone_switchboard_20_sw2064-ms98-a-trans,630,1443,0.5634095634095634,937,0.0,0.18036286019210246,5.258730158730159,1443.0,0.05396825396825397,1.5714285714285714,565.7228571428572,spoken_phone
spoken_telephone_switchboard_20_sw2065-ms98-a-trans,993,2202,0.5490463215258856,1463,0.004028197381671702,0.16267942583732056,5.222557905337362,2202.0,0.04833836858006042,1.5568982880161129,861.5613997985901,spoken_phone
spoken_telephone_switchboard_20_sw2072-ms98-a-trans,505,1079,0.5319740500463392,659,0.011881188118811881,0.07132018209408195,4.710891089108911,1079.0,0.011881188118811881,1.3722772277227724,421.4128712871287,spoken_phone
spoken_telephone_switchboard_20_sw2073-ms98-a-trans,723,1462,0.5054719562243501,1053,0.012448132780082987,0.15479582146248813,5.060857538035961,1462.0,0.040110650069156296,1.6085753803596128,573.5711894882435,spoken_phone
spoken_telephone_switchboard_20_sw2078-ms98-a-trans,917,2092,0.5616634799235182,1213,0.003271537622682661,0.10057708161582853,4.752453653217012,2092.0,0.021810250817884406,1.4220283533260631,817.0699345692475,spoken_phone
spoken_telephone_switchboard_20_sw2096-ms98-a-trans,781,1703,0.5413975337639461,1173,0.0012804097311139564,0.16197783461210571,5.0896286811779765,1703.0,0.05761843790012804,1.5966709346991037,667.4207170294495,spoken_phone
spoken_telephone_switchboard_21_sw2101-ms98-a-trans,513,1137,0.5488126649076517,751,0.0,0.11318242343541944,5.076023391812866,1137.0,0.01949317738791423,1.530214424951267,445.896530214425,spoken_phone
spoken_telephone_switchboard_21_sw2102-ms98-a-trans,726,1622,0.5524044389642417,1038,0.004132231404958678,0.12909441233140656,5.064738292011019,1622.0,0.01928374655647383,1.5454545454545454,635.2263636363637,spoken_phone
spoken_telephone_switchboard_21_sw2107-ms98-a-trans,912,1966,0.5361139369277721,1176,0.006578947368421052,0.09693877551020408,4.582236842105263,1966.0,0.02850877192982456,1.361842105263158,767.2197368421052,spoken_phone
spoken_telephone_switchboard_21_sw2108-ms98-a-trans,890,2031,0.5617922205809947,1218,0.0044943820224719105,0.1354679802955665,4.949438202247191,2031.0,0.02247191011235955,1.456179775280899,793.6829213483146,spoken_phone
spoken_telephone_switchboard_21_sw2109-ms98-a-trans,601,1344,0.5528273809523809,860,0.009983361064891847,0.14651162790697675,4.8069883527454245,1344.0,0.04326123128119801,1.51414309484193,526.4368885191348,spoken_phone
spoken_telephone_switchboard_21_sw2110-ms98-a-trans,816,1742,0.5315729047072331,1181,0.007352941176470588,0.13378492802709568,5.004901960784314,1742.0,0.041666666666666664,1.5490196078431373,682.068431372549,spoken_phone
spoken_telephone_switchboard_21_sw2111-ms98-a-trans,772,1733,0.5545297172533179,1139,0.0,0.1369622475856014,5.178756476683938,1733.0,0.03238341968911917,1.5867875647668395,679.0040932642487,spoken_phone
spoken_telephone_switchboard_21_sw2116-ms98-a-trans,1039,2085,0.5016786570743406,1455,0.021174205967276226,0.12233676975945017,4.936477382098171,2085.0,0.028873917228103944,1.4995187680461983,815.2543214629451,spoken_phone
spoken_telephone_switchboard_21_sw2121-ms98-a-trans,867,1806,0.5199335548172758,1314,0.011534025374855825,0.17123287671232876,5.219146482122261,1806.0,0.0461361014994233,1.621683967704729,707.8858708189158,spoken_phone
spoken_telephone_switchboard_21_sw2122-ms98-a-trans,759,1692,0.551418439716312,997,0.013175230566534914,0.09628886659979939,4.574440052700922,1692.0,0.01844532279314888,1.407114624505929,660.89395256917,spoken_phone
spoken_telephone_switchboard_21_sw2125-ms98-a-trans,588,1276,0.5391849529780564,840,0.003401360544217687,0.12142857142857143,4.889455782312925,1276.0,0.01870748299319728,1.5153061224489797,499.930612244898,spoken_phone
spoken_telephone_switchboard_21_sw2129-ms98-a-trans,628,1386,0.5468975468975469,953,0.004777070063694267,0.1731374606505771,5.06687898089172,1386.0,0.06528662420382166,1.6035031847133758,543.8713375796177,spoken_phone
spoken_telephone_switchboard_21_sw2130-ms98-a-trans,612,1319,0.5360121304018195,979,0.004901960784313725,0.18283963227783454,5.333333333333333,1319.0,0.05555555555555555,1.723856209150327,519.1615032679738,spoken_phone
spoken_telephone_switchboard_21_sw2131-ms98-a-trans,907,1921,0.5278500780843312,1230,0.007717750826901874,0.10894308943089431,4.708930540242558,1921.0,0.030871003307607496,1.4597574421168689,750.8251378169791,spoken_phone
spoken_telephone_switchboard_21_sw2136-ms98-a-trans,878,2190,0.5990867579908676,1193,0.003416856492027335,0.11902766135792121,5.001138952164009,2190.0,0.03189066059225513,1.4362186788154898,855.4573804100228,spoken_phone
spoken_telephone_switchboard_21_sw2139-ms98-a-trans,718,1663,0.5682501503307276,1023,0.011142061281337047,0.15542521994134897,5.186629526462395,1663.0,0.02924791086350975,1.5571030640668524,651.3538161559889,spoken_phone
spoken_telephone_switchboard_21_sw2141-ms98-a-trans,1040,2123,0.5101271785209609,1477,0.0038461538461538464,0.11645226811103589,4.818269230769231,2123.0,0.04326923076923077,1.5115384615384615,830.2161538461538,spoken_phone
spoken_telephone_switchboard_21_sw2145-ms98-a-trans,640,1392,0.5402298850574713,994,0.0015625,0.19718309859154928,5.40625,1392.0,0.075,1.7015625,547.3684374999999,spoken_phone
spoken_telephone_switchboard_21_sw2149-ms98-a-trans,895,1971,0.5459157787924911,1231,0.0,0.1389114541023558,5.017877094972067,1971.0,0.05251396648044693,1.4625698324022347,770.3583240223464,spoken_phone
spoken_telephone_switchboard_21_sw2150-ms98-a-trans,847,2028,0.5823471400394478,1232,0.0,0.14691558441558442,5.046044864226682,2028.0,0.05430932703659976,1.5135773317591499,793.1902125147581,spoken_phone
spoken_telephone_switchboard_21_sw2152-ms98-a-trans,733,1641,0.5533211456429007,982,0.0,0.10386965376782077,4.85675306957708,1641.0,0.015006821282401092,1.4283765347885402,641.2548431105048,spoken_phone
spoken_telephone_switchboard_21_sw2153-ms98-a-trans,774,1681,0.5395597858417609,1148,0.006459948320413436,0.15156794425087108,5.202842377260982,1681.0,0.056847545219638244,1.5839793281653747,658.6909560723515,spoken_phone
