text_id,n_words,n_vowels,oov_rate,schwa_v1_AH0,schwa_v2_AH0_IH0,schwa_v3_all_unstressed,schwa_v4_AH_any,cond_entropy,marg_entropy,ttr,mean_word_length,mean_sentence_length,latinate_ratio,mean_syllables,fk_grade,meta_id,register,meta_source,meta_fileid,source_path
shakespeare_r_and_j_xml,27171,30107,0.03838651503441169,0.11851064536486532,0.1539841232935862,0.197794532832896,0.17879562892350617,3.3150559161139563,3.381829415071878,0.11773582128004122,4.192300614625888,66.75921375921376,0.015273637333922197,1.2970078392403666,25.750785869129697,shakespeare_r_and_j_xml,drama,shakespeare,r_and_j.xml,nltk_multi_texts/shakespeare_r_and_j_xml.txt
reuters_batch_0028,3868,5217,0.0889348500517063,0.2581943645773433,0.35058462718037187,0.40502204331991565,0.31934061721295764,3.0921670650881774,3.1565470416818253,0.281023784901758,4.790589451913133,24.481012658227847,0.049896587383660804,1.579110651499483,12.59110062440276,reuters_batch_0028,news,reuters,batch_840,nltk_multi_texts/reuters_batch_0028.txt
reuters_batch_0038,4321,6134,0.0738255033557047,0.26214541897619825,0.3526247147049234,0.4193022497554614,0.3152918161069449,3.0916262798736587,3.149664511093769,0.2962277250636427,4.8373061791252026,24.833333333333332,0.06294839157602407,1.6186068039805601,13.19456028697061,reuters_batch_0038,news,reuters,batch_1140,nltk_multi_texts/reuters_batch_0038.txt
gutenberg_blake-poems_txt,6781,7648,0.019908568057808582,0.19194560669456068,0.2519612970711297,0.28739539748953974,0.25732217573221755,3.2927159176224547,3.3401709832540867,0.21899424863589442,4.041144373986138,19.101408450704227,0.011650199085680579,1.240377525438726,6.496004095951616,gutenberg_blake-poems_txt,literary_fiction,gutenberg,blake-poems.txt,nltk_multi_texts/gutenberg_blake-poems_txt.txt
state_union_1966-Johnson_txt,5500,7845,0.0016363636363636363,0.2531548757170172,0.3274697259400892,0.3810070108349267,0.3194391332058636,3.0943095506142035,3.1486169309302636,0.24363636363636362,4.6054545454545455,20.754716981132077,0.05527272727272727,1.5316363636363637,10.577648713550602,state_union_1966-Johnson_txt,oratorical,state_union,1966-Johnson.txt,nltk_multi_texts/state_union_1966-Johnson_txt.txt
movie_reviews_batch_0014,1044,1387,0.005747126436781609,0.21773612112472962,0.2862292718096611,0.3453496755587599,0.27180966113914923,3.0580402134929905,3.212124104609668,0.446360153256705,4.363984674329502,19.69811320754717,0.023946360153256706,1.4444444444444444,9.13670859538784,movie_reviews_batch_0014,reviews,movie_reviews,batch_28,nltk_multi_texts/movie_reviews_batch_0014.txt
inaugural_1933-Roosevelt_txt,1881,2735,0.004253056884635832,0.2574040219378428,0.3385740402193784,0.39378427787934184,0.3323583180987203,3.019560425840446,3.09832576337784,0.3748006379585327,4.674109516214779,22.129411764705882,0.07974481658692185,1.572567783094099,11.596770428745664,inaugural_1933-Roosevelt_txt,oratorical,inaugural,1933-Roosevelt.txt,nltk_multi_texts/inaugural_1933-Roosevelt_txt.txt
movie_reviews_batch_0039,1232,1646,0.020292207792207792,0.18712029161603888,0.2709599027946537,0.3517618469015796,0.2533414337788578,3.1281233927816072,3.2425834425968576,0.42694805194805197,4.420454545454546,19.555555555555557,0.04383116883116883,1.4748376623376624,9.439751082251085,movie_reviews_batch_0039,reviews,movie_reviews,batch_78,nltk_multi_texts/movie_reviews_batch_0039.txt
reuters_batch_0022,3496,4831,0.09668192219679633,0.2504657420823846,0.346512109294142,0.41192299730904575,0.3135996688056303,3.065579903144306,3.1318692740015392,0.31321510297482835,4.77316933638444,26.08955223880597,0.04633867276887872,1.5998283752860412,13.462900201509616,reuters_batch_0022,news,reuters,batch_660,nltk_multi_texts/reuters_batch_0022.txt
movie_reviews_batch_0020,1243,1704,0.02815768302493966,0.2153755868544601,0.2975352112676056,0.3720657276995305,0.29284037558685444,3.0832842967407363,3.1683223939564544,0.49477071600965405,4.560740144810941,20.048387096774192,0.03700724054706356,1.5237329042638776,10.208919238055696,movie_reviews_batch_0020,reviews,movie_reviews,batch_40,nltk_multi_texts/movie_reviews_batch_0020.txt
reuters_batch_0004,2584,3672,0.07739938080495357,0.2679738562091503,0.3548474945533769,0.41122004357298475,0.32625272331154687,3.041995213110789,3.1142925645283452,0.3169504643962848,4.885061919504644,24.37735849056604,0.05959752321981424,1.631578947368421,13.169801390268123,reuters_batch_0004,news,reuters,batch_120,nltk_multi_texts/reuters_batch_0004.txt
state_union_1965-Johnson-2_txt,3752,5053,0.0018656716417910447,0.22956659410251337,0.2895309716999802,0.3441519889174748,0.3010093014051059,3.1329631647135634,3.200575009107434,0.2521321961620469,4.268656716417911,19.04568527918782,0.039445628997867806,1.4283049040511726,8.691815126687086,state_union_1965-Johnson-2_txt,oratorical,state_union,1965-Johnson-2.txt,nltk_multi_texts/state_union_1965-Johnson-2_txt.txt
movie_reviews_batch_0048,1159,1543,0.013805004314063849,0.19248217757615035,0.2663642255346727,0.32598833441348024,0.24303305249513935,3.187416986476635,3.2982778225928944,0.4383088869715272,4.249352890422778,13.32183908045977,0.031061259706643658,1.4296807592752372,6.475750200827111,movie_reviews_batch_0048,reviews,movie_reviews,batch_96,nltk_multi_texts/movie_reviews_batch_0048.txt
gutenberg_burgess-busterbrown_txt,15784,18305,0.010010136847440445,0.14367659109532915,0.194482381862879,0.23490849494673585,0.22977328598743513,3.2869754424759123,3.3865719912606616,0.09306893056259503,3.9638241256969082,15.768231768231768,0.004941713127217436,1.2499366447034972,5.308862797111658,gutenberg_burgess-busterbrown_txt,literary_fiction,gutenberg,burgess-busterbrown.txt,nltk_multi_texts/gutenberg_burgess-busterbrown_txt.txt
movie_reviews_batch_0032,1302,1795,0.009216589861751152,0.21114206128133706,0.2891364902506964,0.3554317548746518,0.2857938718662953,3.0518343419053564,3.1696140426808754,0.42626728110599077,4.486175115207374,17.594594594594593,0.039938556067588324,1.4815668202764978,8.754380371154564,movie_reviews_batch_0032,reviews,movie_reviews,batch_64,nltk_multi_texts/movie_reviews_batch_0032.txt
inaugural_1833-Jackson_txt,1175,1807,0.005106382978723404,0.2888765910348644,0.36524626452684006,0.4333148865522966,0.37354731599335916,2.9073901680434373,2.9902100212566904,0.4025531914893617,4.908936170212766,40.51724137931034,0.07148936170212766,1.6706382978723404,19.925256052824654,inaugural_1833-Jackson_txt,oratorical,inaugural,1833-Jackson.txt,nltk_multi_texts/inaugural_1833-Jackson_txt.txt
reuters_batch_0020,4507,6674,0.05813179498557799,0.2626610728198981,0.3522625112376386,0.41384477075217263,0.32304465088402756,3.0589598102269338,3.1118028422256945,0.2950965165298425,4.955624583980475,26.052023121387283,0.0607943199467495,1.6545373862879964,14.093830175539399,reuters_batch_0020,news,reuters,batch_600,nltk_multi_texts/reuters_batch_0020.txt
movie_reviews_batch_0003,1028,1423,0.013618677042801557,0.23190442726633873,0.3106113843991567,0.3780744905130007,0.29585382993675335,3.024812439787519,3.1582267048014154,0.48443579766536965,4.452334630350195,12.238095238095237,0.048638132295719845,1.495136186770428,6.8254641467481925,movie_reviews_batch_0003,reviews,movie_reviews,batch_6,nltk_multi_texts/movie_reviews_batch_0003.txt
gutenberg_austen-sense_txt,35136,46056,0.01016051912568306,0.191679694285218,0.26697932951189857,0.3243442765329165,0.2614425916275838,3.2283533025877653,3.267827867124011,0.1011782786885246,4.395947176684881,20.535359438924605,0.03455145719489982,1.4482297358834244,9.507901064605004,gutenberg_austen-sense_txt,literary_fiction,gutenberg,austen-sense.txt,nltk_multi_texts/gutenberg_austen-sense_txt.txt
reuters_batch_0018,3384,4754,0.07180851063829788,0.2477913336137989,0.33361379890618426,0.40113588557004626,0.30816154816996216,3.122367624164661,3.1950478793648105,0.30821513002364065,4.781914893617022,23.830985915492956,0.06323877068557919,1.5966312056737588,12.544332733992608,reuters_batch_0018,news,reuters,batch_540,nltk_multi_texts/reuters_batch_0018.txt
state_union_1979-Carter_txt,3242,4881,0.0024676125848241827,0.28170456873591476,0.36037697193198115,0.41794714197910265,0.3474697807826265,3.0159773447583205,3.0979304051072996,0.29796421961752007,4.799506477483035,20.13664596273292,0.07711289327575571,1.6320172732880938,11.521095750265346,state_union_1979-Carter_txt,oratorical,state_union,1979-Carter.txt,nltk_multi_texts/state_union_1979-Carter_txt.txt
inaugural_1965-Johnson_txt,1485,1947,0.00404040404040404,0.23317925012840268,0.3081664098613251,0.35130970724191063,0.3194658448895737,3.0684066480024805,3.1665093969999614,0.35084175084175084,4.304377104377104,15.797872340425531,0.02962962962962963,1.4316498316498316,7.464638226233969,inaugural_1965-Johnson_txt,oratorical,inaugural,1965-Johnson.txt,nltk_multi_texts/inaugural_1965-Johnson_txt.txt
movie_reviews_batch_0004,1010,1420,0.02178217821782178,0.22816901408450704,0.31338028169014087,0.37253521126760564,0.29295774647887324,3.063336354008783,3.180059563616387,0.5584158415841585,4.711881188118812,18.035714285714285,0.04455445544554455,1.5633663366336634,9.891651343705803,movie_reviews_batch_0004,reviews,movie_reviews,batch_8,nltk_multi_texts/movie_reviews_batch_0004.txt
movie_reviews_batch_0023,2126,2816,0.013640639698965193,0.20454545454545456,0.2872869318181818,0.35120738636363635,0.2677556818181818,3.1473297942666427,3.2259701770790588,0.36265286923800566,4.452492944496708,24.15909090909091,0.03292568203198495,1.4393226716839134,10.816052980415634,movie_reviews_batch_0023,reviews,movie_reviews,batch_46,nltk_multi_texts/movie_reviews_batch_0023.txt
inaugural_1849-Taylor_txt,1085,1725,0.005529953917050691,0.3055072463768116,0.38028985507246377,0.4446376811594203,0.3779710144927536,2.8939219608966815,3.0031114551899187,0.4396313364055299,4.95483870967742,49.31818181818182,0.09400921658986175,1.6930875576036866,23.622524088814412,inaugural_1849-Taylor_txt,oratorical,inaugural,1849-Taylor.txt,nltk_multi_texts/inaugural_1849-Taylor_txt.txt
reuters_batch_0011,2337,3169,0.12066752246469833,0.2656989586620385,0.35216156516251185,0.4118018302303566,0.31745029977911016,3.109974344517807,3.1858400125340416,0.3384681215233205,4.794180573384681,27.174418604651162,0.04920838682071031,1.617030380830124,14.08898174960942,reuters_batch_0011,news,reuters,batch_330,nltk_multi_texts/reuters_batch_0011.txt
reuters_batch_0001,2905,4016,0.0819277108433735,0.25,0.34412350597609564,0.40463147410358563,0.30004980079681276,3.13053820419823,3.194907244301667,0.344578313253012,4.935628227194492,23.24,0.04784853700516351,1.6154905335628227,12.536388296041306,reuters_batch_0001,news,reuters,batch_30,nltk_multi_texts/reuters_batch_0001.txt
state_union_1953-Eisenhower_txt,6899,11269,0.0021742281490071025,0.2847635105155737,0.3829088650279528,0.4513266483272695,0.3535362498890762,2.957301701855034,3.0207726463108995,0.2551094361501667,5.115668937527178,19.881844380403457,0.09581098709957965,1.751848093926656,12.835726816691892,state_union_1953-Eisenhower_txt,oratorical,state_union,1953-Eisenhower.txt,nltk_multi_texts/state_union_1953-Eisenhower_txt.txt
inaugural_1937-Roosevelt_txt,1791,2621,0.006141820212171971,0.2548645555131629,0.3307897748950782,0.3842045020984357,0.3357497138496757,3.0332373149552123,3.112070801928211,0.3713009491903964,4.677833612506979,18.65625,0.07202680067001675,1.592964824120603,10.482922424623116,inaugural_1937-Roosevelt_txt,oratorical,inaugural,1937-Roosevelt.txt,nltk_multi_texts/inaugural_1937-Roosevelt_txt.txt
reuters_batch_0036,3063,4296,0.09337251061051256,0.2602420856610801,0.3500931098696462,0.4143389199255121,0.3233240223463687,3.0093329424491433,3.0906087486957317,0.3108063989552726,4.799542931766243,26.17948717948718,0.05288932419196866,1.6219392752203723,13.758883447600397,reuters_batch_0036,news,reuters,batch_1080,nltk_multi_texts/reuters_batch_0036.txt
webtext_singles_txt,3076,4389,0.06079323797139142,0.17840054682159945,0.2679425837320574,0.3599908863066758,0.21941216678058784,3.1759792526002153,3.3645177871514096,0.24349804941482445,4.891742522756827,9.734177215189874,0.043237971391417426,1.5737971391417425,6.777135355796613,webtext_singles_txt,web_informal,webtext,singles.txt,nltk_multi_texts/webtext_singles_txt.txt
gutenberg_chesterton-thursday_txt,35803,46119,0.012149819847498813,0.2100002168303736,0.27845356577549385,0.32802098918016437,0.2762852620395065,3.2229188520375014,3.255548450533951,0.1371952071055498,4.286037482892495,16.303734061930783,0.03343295254587604,1.3960003351674442,7.241260239128845,gutenberg_chesterton-thursday_txt,literary_fiction,gutenberg,chesterton-thursday.txt,nltk_multi_texts/gutenberg_chesterton-thursday_txt.txt
inaugural_1841-Harrison_txt,8422,12629,0.006293042032771313,0.2791986697284029,0.3642410325441444,0.42275714625069283,0.36598305487370336,2.932821978987347,2.982916979264453,0.21301353597720257,4.78259320826407,40.10476190476191,0.06934219900261221,1.6256233673711706,19.23321287783696,inaugural_1841-Harrison_txt,oratorical,inaugural,1841-Harrison.txt,nltk_multi_texts/inaugural_1841-Harrison_txt.txt
state_union_1965-Johnson-1_txt,4417,6335,0.0022639800769753225,0.265982636148382,0.33733228097868984,0.3990528808208366,0.32517758484609316,3.071549960705946,3.1383942502683015,0.27099841521394613,4.563731039166855,17.054054054054053,0.05818428797826579,1.5460719945664478,9.304730616965166,state_union_1965-Johnson-1_txt,oratorical,state_union,1965-Johnson-1.txt,nltk_multi_texts/state_union_1965-Johnson-1_txt.txt
abc_rural_txt,33148,46520,0.02069506455894775,0.22828890799656062,0.30816852966466035,0.37091573516766985,0.2880266552020636,3.1969088469273292,3.2341382496650395,0.14555930976227827,4.769337516592253,23.019444444444446,0.042747677084590326,1.5584348980330638,11.777115130123487,abc_rural_txt,news,abc,rural.txt,nltk_multi_texts/abc_rural_txt.txt
state_union_1962-Kennedy_txt,6543,9893,0.0018340210912425492,0.2715051046194279,0.3567168705145052,0.4149398564641666,0.3328616193267967,3.062081682461044,3.123172405489837,0.27831270059605684,4.819196087421672,24.69056603773585,0.07198532783127005,1.6325844413877426,13.303817163092347,state_union_1962-Kennedy_txt,oratorical,state_union,1962-Kennedy.txt,nltk_multi_texts/state_union_1962-Kennedy_txt.txt
state_union_1981-Reagan_txt,4343,6601,0.00023025558369790466,0.2478412361763369,0.3416149068322981,0.395697621572489,0.3170731707317073,3.0486998984134823,3.1083901371664133,0.27308312226571496,4.8107299102003225,19.740909090909092,0.07253050886483997,1.6161639419755929,11.179689060766545,state_union_1981-Reagan_txt,oratorical,state_union,1981-Reagan.txt,nltk_multi_texts/state_union_1981-Reagan_txt.txt
reuters_batch_0006,2904,4109,0.09022038567493113,0.2596738865904113,0.35312728157702605,0.41859333171087854,0.3115113166220492,3.0844607345070467,3.150035300089828,0.34297520661157027,4.865702479338843,28.470588235294116,0.05716253443526171,1.637741046831956,14.838873764381791,reuters_batch_0006,news,reuters,batch_180,nltk_multi_texts/reuters_batch_0006.txt
movie_reviews_batch_0043,1059,1496,0.012275731822474031,0.20655080213903743,0.29545454545454547,0.37433155080213903,0.2713903743315508,3.025483282461847,3.150967370991493,0.4985835694050991,4.769593956562795,21.612244897959183,0.047214353163361665,1.5694050991501416,11.357755680175753,movie_reviews_batch_0043,reviews,movie_reviews,batch_86,nltk_multi_texts/movie_reviews_batch_0043.txt
inaugural_1985-Reagan_txt,2543,3519,0.00039323633503735744,0.25262858766695084,0.3233873259448707,0.3734015345268542,0.3273657289002558,3.0818865634268455,3.1539409291496057,0.3299252850963429,4.487613055446324,20.508064516129032,0.04915454187966968,1.5123869445536768,10.254311107023714,inaugural_1985-Reagan_txt,oratorical,inaugural,1985-Reagan.txt,nltk_multi_texts/inaugural_1985-Reagan_txt.txt
movie_reviews_batch_0000,1287,1736,0.024864024864024864,0.19930875576036866,0.27880184331797236,0.3456221198156682,0.271889400921659,3.094356789740053,3.189737555822061,0.45143745143745145,4.47940947940948,20.109375,0.027195027195027196,1.491064491064491,9.847217244560998,movie_reviews_batch_0000,reviews,movie_reviews,batch_0,nltk_multi_texts/movie_reviews_batch_0000.txt
state_union_1988-Reagan_txt,4810,7090,0.002286902286902287,0.264033850493653,0.34188998589562763,0.39520451339915375,0.329901269393512,3.0740989707985897,3.132071441964062,0.2727650727650728,4.6567567567567565,22.26851851851852,0.06153846153846154,1.5781704781704782,11.717133864633869,state_union_1988-Reagan_txt,oratorical,state_union,1988-Reagan.txt,nltk_multi_texts/state_union_1988-Reagan_txt.txt
reuters_batch_0021,3198,4778,0.06160100062539087,0.2760569275847635,0.3637505232314776,0.4280033486814567,0.3308915864378401,3.026001441468215,3.0847294285955753,0.3317698561601001,5.000312695434647,28.553571428571427,0.05722326454033771,1.6923076923076923,15.515123626373626,reuters_batch_0021,news,reuters,batch_630,nltk_multi_texts/reuters_batch_0021.txt
gutenberg_austen-persuasion_txt,35487,45629,0.013610617972778764,0.20116592517916237,0.27572377216244054,0.33062306866247343,0.2732034451774091,3.2084012949433696,3.250629037952019,0.10806774311719784,4.374503339250993,26.522421524663677,0.03212443993575112,1.4275650238115367,11.59901167559497,gutenberg_austen-persuasion_txt,literary_fiction,gutenberg,austen-persuasion.txt,nltk_multi_texts/gutenberg_austen-persuasion_txt.txt
gutenberg_bryant-stories_txt,37441,42882,0.010336262386154217,0.20257917074763304,0.2465136887272049,0.2837787416631687,0.26883074483466257,3.287099580638169,3.333280812800543,0.08525413316952005,3.946101866937315,16.44312692138779,0.010202718944472637,1.2457199326941053,5.522314705131681,gutenberg_bryant-stories_txt,literary_fiction,gutenberg,bryant-stories.txt,nltk_multi_texts/gutenberg_bryant-stories_txt.txt
gutenberg_edgeworth-parents_txt,36578,43838,0.011290939909235059,0.1777909576166796,0.24330489529631827,0.28418267256717916,0.2463616040877777,3.318806215273282,3.3579560482861543,0.09981409590464213,4.0937448739679585,21.478567234292424,0.020531467002023074,1.3098310459839249,8.24264756398436,gutenberg_edgeworth-parents_txt,literary_fiction,gutenberg,edgeworth-parents.txt,nltk_multi_texts/gutenberg_edgeworth-parents_txt.txt
movie_reviews_batch_0013,1294,1716,0.015455950540958269,0.21328671328671328,0.2913752913752914,0.34032634032634035,0.2878787878787879,3.0998758940338553,3.197010277600454,0.44513137557959814,4.361669242658423,16.805194805194805,0.04095826893353941,1.4258114374034003,7.788600935386096,movie_reviews_batch_0013,reviews,movie_reviews,batch_26,nltk_multi_texts/movie_reviews_batch_0013.txt
shakespeare_a_and_c_xml,25242,28814,0.05272957768798035,0.15152356493371277,0.18230721177205525,0.232838203651003,0.19976400360935656,3.2259131068419484,3.3096524410604276,0.12229617304492513,4.451152840503922,59.957244655581945,0.012281118770303462,1.390975358529435,24.2068346463243,shakespeare_a_and_c_xml,drama,shakespeare,a_and_c.xml,nltk_multi_texts/shakespeare_a_and_c_xml.txt
reuters_batch_0009,3297,4654,0.07673642705489839,0.2587021916630855,0.33992264718521703,0.40030081650193383,0.3126342930812205,3.092417377519967,3.152034465631266,0.30846223839854414,4.861995753715499,26.804878048780488,0.047315741583257506,1.6214740673339398,13.99729643356488,reuters_batch_0009,news,reuters,batch_270,nltk_multi_texts/reuters_batch_0009.txt
reuters_batch_0026,3950,5502,0.09772151898734177,0.24772809887313704,0.33478735005452565,0.4154852780806979,0.30770628862231914,3.108272442901057,3.1741535874911326,0.29670886075949365,4.793924050632912,26.68918918918919,0.051645569620253164,1.6194936708860759,13.92880910023948,reuters_batch_0026,news,reuters,batch_780,nltk_multi_texts/reuters_batch_0026.txt
movie_reviews_batch_0042,1595,2181,0.010031347962382446,0.19853278312700595,0.27556166895919304,0.33700137551581844,0.26868408986703346,3.11603557494356,3.224627562188367,0.406269592476489,4.4470219435736675,15.792079207920793,0.03510971786833856,1.4815047021943573,8.050666376982527,movie_reviews_batch_0042,reviews,movie_reviews,batch_84,nltk_multi_texts/movie_reviews_batch_0042.txt
movie_reviews_batch_0049,1544,2155,0.009715025906735751,0.2296983758700696,0.3206496519721578,0.37958236658932715,0.3039443155452436,3.049426881897405,3.1225976415888157,0.46567357512953367,4.61139896373057,22.3768115942029,0.04598445595854922,1.5155440414507773,11.020376210858306,movie_reviews_batch_0049,reviews,movie_reviews,batch_98,nltk_multi_texts/movie_reviews_batch_0049.txt
webtext_pirates_txt,16384,20031,0.02996826171875,0.19409914632319905,0.2693325345714143,0.3128151365383655,0.26274274873945386,3.222130301945407,3.2750244229411116,0.16082763671875,4.32861328125,11.153165418652144,0.01531982421875,1.36993408203125,4.924956681243085,webtext_pirates_txt,web_informal,webtext,pirates.txt,nltk_multi_texts/webtext_pirates_txt.txt
movie_reviews_batch_0005,1564,2178,0.023657289002557546,0.21808999081726355,0.3071625344352617,0.3774104683195592,0.29201101928374656,3.045931704486868,3.1803198276131317,0.47698209718670076,4.648337595907928,19.073170731707318,0.04731457800511509,1.5498721227621484,10.137027633959203,movie_reviews_batch_0005,reviews,movie_reviews,batch_10,nltk_multi_texts/movie_reviews_batch_0005.txt
