text_id,n_words,n_vowels,oov_rate,schwa_v1_AH0,schwa_v2_AH0_IH0,schwa_v3_all_unstressed,schwa_v4_AH_any,cond_entropy,marg_entropy,ttr,mean_word_length,mean_sentence_length,latinate_ratio,mean_syllables,fk_grade,meta_id,register,meta_fileid,source_path
cl11,1988,2575,0.004024144869215292,0.17941747572815533,0.2629126213592233,0.31339805825242717,0.24504854368932039,3.2070861860206596,3.2887666478972424,0.3611670020120724,4.309356136820925,12.347826086956522,0.026156941649899398,1.3848088531187124,5.566396640713851,cl11,mystery,cl11,brown_texts/cl11.txt
cl16,2006,2484,0.01296111665004985,0.20531400966183574,0.27657004830917875,0.3132045088566828,0.2741545893719807,3.193191955778682,3.2828564466592582,0.33150548354935194,4.278165503489531,10.670212765957446,0.016450648055832504,1.3384845463609172,4.365500625782229,cl16,mystery,cl16,brown_texts/cl16.txt
cf42,1995,2821,0.0040100250626566416,0.24140375753278978,0.33002481389578164,0.39312300602623185,0.3087557603686636,3.064627447024011,3.143619654570705,0.36892230576441104,4.609022556390977,19.752475247524753,0.039097744360902256,1.5213032581453634,10.064843792649942,cf42,lore,cf42,brown_texts/cf42.txt
ce03,1957,2957,0.008686765457332652,0.23943185661143052,0.32228610077781533,0.382144064930673,0.29523165370307747,3.0316324399205983,3.1708784370516105,0.31323454266734796,4.8686765457332655,18.289719626168225,0.04701073071027082,1.6259580991313234,10.729296223955227,ce03,hobbies,ce03,brown_texts/ce03.txt
ca26,1905,2704,0.007349081364829396,0.2540680473372781,0.34467455621301774,0.4056952662721893,0.3191568047337278,3.0270894743145282,3.111572554890807,0.3732283464566929,4.738057742782153,18.49514563106796,0.05249343832020997,1.5464566929133858,9.87129577249446,ca26,news,ca26,brown_texts/ca26.txt
ck26,1993,2383,0.0035122930255895636,0.17456986991187579,0.22702475870751154,0.2706672261854805,0.24213176668065464,3.3159133520713615,3.4183944597311844,0.31409934771700954,4.036126442548921,14.235714285714286,0.006021073758153537,1.2829904666332164,5.101216077700524,ck26,fiction,ck26,brown_texts/ck26.txt
ch08,1961,2820,0.008669046404895462,0.27872340425531916,0.34078014184397165,0.400354609929078,0.3567375886524823,2.9356470769411116,3.0908720723982004,0.28913819479857217,4.768995410504845,33.23728813559322,0.05864354920958695,1.5639979602243754,15.827718303528986,ch08,government,ch08,brown_texts/ch08.txt
cj17,2053,3687,0.03896736483195324,0.3129915920802821,0.4494168700840792,0.5199349064279902,0.3623542175210198,2.73899553436975,2.864591891448199,0.3136872868972236,5.764247442766683,25.34567901234568,0.13346322454943985,2.037018996590356,18.331638974581015,cj17,learned,cj17,brown_texts/cj17.txt
cd10,2004,3235,0.00499001996007984,0.2717156105100464,0.360741885625966,0.4330757341576507,0.33539412673879443,2.9450899173939056,3.021828523966106,0.4031936127744511,5.107784431137724,21.548387096774192,0.0843313373253493,1.7260479041916168,13.181236237203013,cd10,religion,cd10,brown_texts/cd10.txt
cj32,1947,2829,0.02773497688751926,0.2831389183457052,0.3566631318487098,0.4128667373630258,0.3372216330858961,2.7518547725060816,2.934640281486273,0.2162300975860298,4.692347200821777,21.16304347826087,0.10991268618387262,1.5767847971237803,11.26964756258235,cj32,learned,cj32,brown_texts/cj32.txt
cg67,2056,2763,0.008754863813229572,0.1997828447339848,0.2927976836771625,0.33984799131378934,0.25805284111473037,3.166409325805427,3.265043726456755,0.35846303501945526,4.468871595330739,24.476190476190474,0.028696498054474707,1.4489299610894941,11.05308782657032,cg67,belles_lettres,cg67,brown_texts/cg67.txt
cm05,1994,2828,0.033099297893681046,0.2599009900990099,0.336987270155587,0.4048797736916549,0.32355021216407354,3.08313879223566,3.1619982097672183,0.43931795386158473,4.9528585757271815,15.700787401574804,0.07071213640922769,1.6213640922768304,9.665403375480771,cm05,science_fiction,cm05,brown_texts/cm05.txt
cr03,2127,2899,0.031969910672308414,0.23559848223525354,0.3163159710244912,0.37737150741635045,0.3035529492928596,3.144996005037746,3.214104471745712,0.44240714621532673,4.578279266572638,19.513761467889907,0.0305594734367654,1.524682651622003,10.011622261616697,cr03,humor,cr03,brown_texts/cr03.txt
ca36,1939,3033,0.0036101083032490976,0.290141773821299,0.3837784371909001,0.4437850313221233,0.3567424991757336,2.933926425904753,3.0265056266876043,0.4027849406910779,4.976276431150078,22.811764705882354,0.07426508509541001,1.6879834966477565,13.224793495737647,ca36,news,ca36,brown_texts/ca36.txt
ce07,1971,2464,0.020294266869609334,0.2483766233766234,0.3319805194805195,0.35795454545454547,0.30641233766233766,3.059551151046819,3.1630414340643283,0.2765093860984272,4.291222729578894,11.945454545454545,0.029934043632673768,1.3576864535768645,5.089427424934275,ce07,hobbies,ce07,brown_texts/ce07.txt
cj70,1918,2999,0.04118873826903024,0.33111037012337446,0.4148049349783261,0.47815938646215406,0.3867955985328443,2.8081906674881494,2.9223468496582616,0.28310740354535974,5.031803962460897,14.868217054263566,0.06465067778936393,1.7393117831074036,10.732483691830154,cj70,learned,cj70,brown_texts/cj70.txt
cp12,2001,2395,0.011494252873563218,0.17745302713987474,0.24342379958246346,0.28935281837160753,0.2359081419624217,3.298144227714783,3.3773940616763523,0.31584207896051975,4.058470764617691,10.055276381909549,0.020989505247376312,1.3213393303348326,3.9233618868957514,cp12,romance,cp12,brown_texts/cp12.txt
cj14,1928,2857,0.08298755186721991,0.28036401820091006,0.3626181309065453,0.4385719285964298,0.3559677983899195,2.8840192335446426,3.0267520651959807,0.3360995850622407,5.213692946058091,19.474747474747474,0.08143153526970955,1.8158713692946058,13.432433672827862,cj14,learned,cj14,brown_texts/cj14.txt
cf32,1950,2649,0.005128205128205128,0.23933559833899584,0.3167232918082295,0.381275953189883,0.319365798414496,3.050216332087423,3.1334879517529868,0.37333333333333335,4.593846153846154,20.74468085106383,0.04666666666666667,1.504102564102564,10.248835788325149,cf32,lore,cf32,brown_texts/cf32.txt
cj47,1984,3095,0.005544354838709678,0.2652665589660743,0.3705977382875606,0.4319870759289176,0.3243941841680129,2.955358343756411,3.0470762006741725,0.3538306451612903,5.156754032258065,22.804597701149426,0.07560483870967742,1.684475806451613,13.180607619577312,cj47,learned,cj47,brown_texts/cj47.txt
cg74,1973,2868,0.022301064368981247,0.2419804741980474,0.3305439330543933,0.3915620641562064,0.3078800557880056,3.029480267777537,3.1053437009405545,0.3826659908768373,4.803345159655347,22.420454545454547,0.06791687785098834,1.624429802331475,12.322248940238676,cg74,belles_lettres,cg74,brown_texts/cg74.txt
cg49,2064,2766,0.012596899224806201,0.2118582791033984,0.2957339117859725,0.34562545191612437,0.28778018799710775,3.132777511290268,3.1958847768689127,0.3633720930232558,4.494186046511628,26.126582278481013,0.041666666666666664,1.4680232558139534,11.922041507212246,cg49,belles_lettres,cg49,brown_texts/cg49.txt
cp27,1985,2521,0.0015113350125944584,0.16580721935739787,0.23205077350257836,0.282427608092027,0.22372074573581913,3.243801748019686,3.335412509875789,0.3425692695214106,4.1959697732997485,8.305439330543933,0.02619647355163728,1.344080604534005,3.509272472413393,cp27,romance,cp27,brown_texts/cp27.txt
cf07,2000,3103,0.0035,0.279407025459233,0.36384144376409927,0.43409603609410247,0.3338704479535933,2.9896669654971513,3.0694470609799893,0.38,4.876,22.988505747126435,0.0825,1.661,12.975317241379312,cf07,lore,cf07,brown_texts/cf07.txt
cl21,1981,2498,0.012115093387178193,0.21377101681345076,0.29383506805444354,0.34307445956765414,0.2754203362690152,3.183779735408695,3.263097237714226,0.38263503281171124,4.329631499242807,8.575757575757576,0.03028773346794548,1.3710247349823321,3.9326373273369732,cl21,mystery,cl21,brown_texts/cl21.txt
cl19,1994,2556,0.010030090270812437,0.22613458528951486,0.30907668231611896,0.3489827856025039,0.2977308294209703,3.1171729589339012,3.2085827335557373,0.37161484453360083,4.39518555667001,12.620253164556962,0.016549648946840523,1.3866599799398194,5.694486497467086,cl19,mystery,cl19,brown_texts/cl19.txt
cj78,1964,3108,0.06109979633401222,0.31113256113256116,0.3996138996138996,0.4517374517374517,0.3680823680823681,2.815978475760712,2.9564191451901896,0.3085539714867617,5.321283095723015,17.854545454545455,0.08503054989816701,1.8508146639511203,13.212885761895947,cj78,learned,cj78,brown_texts/cj78.txt
cj50,2002,3126,0.004495504495504496,0.29750479846449135,0.3771593090211132,0.42642354446577097,0.38707613563659626,2.8645353069834796,2.9644132304637827,0.2762237762237762,4.983516483516484,31.77777777777778,0.08891108891108891,1.6883116883116882,16.725411255411256,cj50,learned,cj50,brown_texts/cj50.txt
cm06,1964,2334,0.015274949083503055,0.18594687232219365,0.24850042844901457,0.29005998286203943,0.26306769494430166,3.203788313469506,3.2864692894383234,0.3335030549898167,4.192973523421589,11.975609756097562,0.016293279022403257,1.3223014256619146,4.683644627688643,cm06,science_fiction,cm06,brown_texts/cm06.txt
ch10,1920,3509,0.016666666666666666,0.3459675121117127,0.4377315474494158,0.5226560273582217,0.4140780849244799,2.687172293205237,2.78826560095039,0.3411458333333333,5.707291666666666,21.818181818181817,0.1375,2.011979166666667,16.660445075757583,ch10,government,ch10,brown_texts/ch10.txt
ca44,1971,3076,0.0020294266869609334,0.25617685305591675,0.33159947984395316,0.4187256176853056,0.31859557867360205,2.993586315354526,3.1256712158770465,0.36580416032470825,4.923896499238965,23.188235294117646,0.0806697108066971,1.671740233384069,13.179946518637895,ca44,news,ca44,brown_texts/ca44.txt
cb18,1953,2890,0.005120327700972862,0.2844290657439446,0.35813148788927335,0.4183391003460208,0.34705882352941175,2.9989902859673663,3.0993882138048843,0.3742959549411162,4.746543778801843,21.22826086956522,0.06810035842293907,1.5919098822324629,11.4735583494735,cb18,editorial,cb18,brown_texts/cb18.txt
cd17,1993,2719,0.006522829904666332,0.21478484737035675,0.28834130194924606,0.34534755424788527,0.2762044869437293,3.1834440500426995,3.263520636581347,0.403411941796287,4.5193176116407425,13.744827586206897,0.03311590566984446,1.4711490215755143,7.130041213211761,cd17,religion,cd17,brown_texts/cd17.txt
cb04,1960,2927,0.008673469387755102,0.2743423300307482,0.3501879057055005,0.41715066621113767,0.34472155790912196,2.9751263955273775,3.0513792406846463,0.4413265306122449,4.8576530612244895,16.470588235294116,0.06173469387755102,1.6096938775510203,9.827917166866747,cb04,editorial,cb04,brown_texts/cb04.txt
cb06,1967,3049,0.0071174377224199285,0.27189242374549033,0.35716628402755,0.421449655624795,0.3358478189570351,3.0153695116861923,3.0944274191943415,0.4128113879003559,4.9898322318251145,19.67,0.06558210472801221,1.6700559227249618,11.787959888154553,cb06,editorial,cb06,brown_texts/cb06.txt
cj09,1873,2774,0.07688200747463962,0.28875270367700073,0.3828406633020908,0.469718817591925,0.3417447728911319,2.917290058555271,3.0404815812178527,0.26588360918312864,5.206086492258409,18.009615384615383,0.062466631073144686,1.800854244527496,12.683830085424454,cj09,learned,cj09,brown_texts/cj09.txt
cg63,2003,2934,0.026460309535696454,0.2893660531697341,0.37866394001363324,0.4488752556237219,0.36264485344239944,2.9192359343738277,3.0057388265141416,0.4053919121318023,4.864203694458313,18.89622641509434,0.05292061907139291,1.636045931103345,11.084870288906266,cg63,belles_lettres,cg63,brown_texts/cg63.txt
cn01,1993,2299,0.0015052684395383843,0.17268377555458894,0.23183993040452372,0.26489778164419314,0.24445411048281862,3.2527018931451006,3.348681137854137,0.2980431510286001,3.9287506271951833,10.95054945054945,0.016056196688409432,1.2358253888610136,3.263453874274248,cn01,adventure,cn01,brown_texts/cn01.txt
ca38,1920,2467,0.008854166666666666,0.22902310498581271,0.2918524523713012,0.34779083907580055,0.29104175111471425,3.1682338657215126,3.2601830536851892,0.3307291666666667,4.425520833333334,21.818181818181817,0.030729166666666665,1.4317708333333334,9.813986742424245,ca38,news,ca38,brown_texts/ca38.txt
ca16,1911,2615,0.02197802197802198,0.23403441682600382,0.30401529636711283,0.37208413001912044,0.2956022944550669,3.1093823430276957,3.197517514206379,0.4714809000523286,4.653061224489796,16.333333333333332,0.034013605442176874,1.5279958137100995,8.810350601779177,ca16,news,ca16,brown_texts/ca16.txt
cg19,1985,3017,0.007052896725440806,0.2495856811402055,0.3665893271461717,0.4235996022538946,0.3079217765992708,2.955387502012144,3.062417630176467,0.36523929471032746,4.815617128463476,19.271844660194176,0.0871536523929471,1.6272040302267003,11.127026974150795,cg19,belles_lettres,cg19,brown_texts/cg19.txt
cg17,2047,2920,0.01074743527112848,0.2482876712328767,0.32465753424657534,0.3856164383561644,0.3147260273972603,3.062088839922512,3.148550457660482,0.3849535906204201,4.655105031753786,15.746153846153845,0.05862237420615535,1.5500732779677577,8.841864680019544,cg17,belles_lettres,cg17,brown_texts/cg17.txt
cr08,1976,2821,0.044534412955465584,0.2647997164126196,0.3555476781283233,0.42325416518964903,0.33605104572846506,2.971695865283271,3.0459578258243774,0.49139676113360325,4.891194331983805,27.830985915492956,0.04959514170040486,1.6356275303643724,14.564489365341846,cr08,humor,cr08,brown_texts/cr08.txt
ce22,1987,2924,0.03724207347760443,0.2770177838577291,0.3700410396716826,0.44459644322845415,0.3437072503419973,2.9362621032458143,3.022387443253843,0.4126824358329139,5.090588827377957,22.325842696629213,0.06492199295420231,1.7075993960744842,13.266751525364306,ce22,hobbies,ce22,brown_texts/ce22.txt
cf35,1994,2295,0.06068204613841525,0.25925925925925924,0.306318082788671,0.33681917211328977,0.34335511982570804,3.0628323963793855,3.191375175098859,0.34002006018054165,4.347542627883651,20.770833333333332,0.022567703109327986,1.3861584754262788,8.867295010030087,cf35,lore,cf35,brown_texts/cf35.txt
cf22,2121,2820,0.014144271570014143,0.2553191489361702,0.324822695035461,0.3843971631205674,0.31843971631205675,3.0622139209696986,3.146371592965395,0.33851956624233853,4.472418670438472,17.675,0.02876001885902876,1.4714757190004715,8.666663484205568,cf22,lore,cf22,brown_texts/cf22.txt
cn12,1996,2364,0.006513026052104208,0.17893401015228427,0.24450084602368866,0.27834179357022,0.2580372250423012,3.242836849469513,3.320938845789009,0.32965931863727455,4.143286573146293,10.183673469387756,0.013527054108216433,1.281563126252505,3.5040775428407827,cn12,adventure,cn12,brown_texts/cn12.txt
cj19,1896,2935,0.013185654008438819,0.2977853492333901,0.3676320272572402,0.4347529812606474,0.3877342419080068,2.7909059102665013,2.963088521978183,0.254746835443038,4.705168776371308,14.8125,0.08860759493670886,1.6371308016877637,9.505018459915615,cj19,learned,cj19,brown_texts/cj19.txt
cf37,2011,2978,0.008453505718547987,0.27165883143049024,0.3636668905305574,0.4247817327065144,0.3374748153122901,2.8979101135150303,2.99049164917825,0.3455992043759324,4.744405768274491,21.16842105263158,0.10193933366484337,1.6131277971158628,11.7005922164935,cf37,lore,cf37,brown_texts/cf37.txt
cg53,1987,2701,0.027679919476597887,0.2743428359866716,0.3476490188818956,0.3931877082562014,0.3369122547204739,3.0567901261091643,3.1470725047436696,0.3950679416205335,4.753900352289884,19.87,0.04177151484650227,1.5294413688978359,10.206708152994466,cg53,belles_lettres,cg53,brown_texts/cg53.txt
cf02,1963,2607,0.015282730514518594,0.22094361334867663,0.2945914844649022,0.35558112773302647,0.2896049098580744,3.165069713688685,3.2405044465901307,0.3841059602649007,4.5206316861946005,14.540740740740741,0.026999490575649515,1.4554253693326542,7.25490824701421,cf02,lore,cf02,brown_texts/cf02.txt
cd14,1992,3078,0.01104417670682731,0.29434697855750486,0.3677712800519818,0.44087069525666017,0.36582196231319036,2.8971978076015077,2.9783240676068963,0.38353413654618473,5.073293172690763,21.652173913043477,0.0788152610441767,1.6957831325301205,12.864588789942378,cd14,religion,cd14,brown_texts/cd14.txt
cg59,2088,2802,0.033045977011494254,0.2494646680942184,0.32833690221270523,0.38401142041399,0.32119914346895073,3.05801819629343,3.1286412940149755,0.38840996168582376,4.588122605363985,44.42553191489362,0.038314176245210725,1.5095785440613028,19.548984266731882,cg59,belles_lettres,cg59,brown_texts/cg59.txt
cb23,1984,2895,0.012600806451612902,0.2504317789291883,0.3250431778929188,0.3927461139896373,0.3146804835924007,3.085069786061883,3.1660326897918925,0.4027217741935484,4.647177419354839,14.17142857142857,0.061995967741935484,1.5877016129032258,8.671736175115207,cb23,editorial,cb23,brown_texts/cb23.txt
cg55,2001,2807,0.0079960019990005,0.2436765229782686,0.33238332739579624,0.3829711435696473,0.3181332383327396,3.0026905451830634,3.076645361772828,0.3553223388305847,4.470764617691154,18.357798165137616,0.06846576711644178,1.5222388805597202,9.53196007500837,cg55,belles_lettres,cg55,brown_texts/cg55.txt
ck24,1982,2231,0.0030272452068617556,0.1134020618556701,0.17615419094576423,0.2008068130883012,0.18198117436127298,3.3187540677663843,3.4265323412045396,0.25832492431886983,3.6710393541876893,8.398305084745763,0.0035317860746720484,1.184661957618567,1.664350082949941,ck24,fiction,ck24,brown_texts/ck24.txt
cg45,2013,2781,0.007451564828614009,0.2369651204602661,0.313915857605178,0.3710895361380798,0.29953254225098885,3.090766837874452,3.1852427857081733,0.39344262295081966,4.592647789369101,20.540816326530614,0.043219076005961254,1.5156482861400895,10.305568143799995,cg45,belles_lettres,cg45,brown_texts/cg45.txt
cg71,1979,2814,0.02223345123799899,0.2619047619047619,0.3411513859275053,0.4090262970859986,0.34186211798152094,2.95944677179543,3.0467126061982714,0.38251642243557354,4.686205154118242,29.984848484848484,0.06366851945426984,1.5836280949974735,14.790902430061099,cg71,belles_lettres,cg71,brown_texts/cg71.txt
ca40,1951,2743,0.016401845207585853,0.22165512212905578,0.2978490703609187,0.35800218738607364,0.2854538826102807,3.151074931594861,3.2335611912511792,0.451050743208611,4.752434648898001,20.53684210526316,0.03946694003075346,1.548949256791389,10.696969651191022,ca40,news,ca40,brown_texts/ca40.txt
cg36,1924,2650,0.013513513513513514,0.2328301886792453,0.30641509433962266,0.3690566037735849,0.2916981132075472,3.1238570001371984,3.217129387249219,0.34407484407484407,4.5644490644490645,12.57516339869281,0.05041580041580042,1.5036382536382535,7.057245118421587,cg36,belles_lettres,cg36,brown_texts/cg36.txt
cg13,1997,3071,0.015022533800701052,0.2556170628459785,0.35460761966786064,0.4285249104526213,0.32367307066102247,2.936363732280115,3.0160840688694974,0.39559339008512767,4.832749123685528,20.171717171717173,0.07911867801702553,1.6464697045568353,11.705312210740356,cg13,belles_lettres,cg13,brown_texts/cg13.txt
ck08,2005,2612,0.006982543640897756,0.20750382848392038,0.28024502297090353,0.33269525267993877,0.28560490045941805,3.1689187761136517,3.277584125186375,0.33615960099750625,4.381546134663342,11.392045454545455,0.02743142144638404,1.4054862842892768,5.437635881886198,ck08,fiction,ck08,brown_texts/ck08.txt
cj79,2011,2885,0.043262058677274985,0.282842287694974,0.3653379549393414,0.42287694974003465,0.361525129982669,2.8107081635240614,2.951695462851579,0.21531576330183988,4.4808552958727,23.38372093023256,0.06364992541024365,1.5693684733963202,12.04819914886728,cj79,learned,cj79,brown_texts/cj79.txt
cj48,1969,3097,0.004062976130015236,0.2631578947368421,0.35679690022602517,0.41685502098805294,0.32547626735550533,2.9444999618779004,3.094318378970296,0.2971051295073641,5.0416455053326565,14.16546762589928,0.09294057897409853,1.6678517013712544,9.615182450281523,cj48,learned,cj48,brown_texts/cj48.txt
cj15,1881,2733,0.09409888357256778,0.3044273691913648,0.3871203805342115,0.4771313574826198,0.37504573728503476,2.91084641642036,2.9956504705529445,0.3769271664008506,5.509835194045721,13.72992700729927,0.07496012759170653,1.8825093035619351,11.978281314877552,cj15,learned,cj15,brown_texts/cj15.txt
cn26,2009,2535,0.004977600796416127,0.19053254437869824,0.26193293885601576,0.30729783037475344,0.2575936883629191,3.199022699121373,3.279977918626339,0.37232453957192635,4.34245893479343,15.219696969696969,0.023892483822797413,1.3449477351916377,6.216065093443145,cn26,adventure,cn26,brown_texts/cn26.txt
ca32,1955,2753,0.019437340153452685,0.2426443879404286,0.3112967671630948,0.3890301489284417,0.3047584453323647,3.0872605354743508,3.1615605885284177,0.4445012787723785,4.647058823529412,16.428571428571427,0.03989769820971867,1.5514066496163683,9.123741322616002,ca32,news,ca32,brown_texts/ca32.txt
cp10,2006,2615,0.003988035892323031,0.20382409177820268,0.28145315487571704,0.32887189292543023,0.27877629063097514,3.1461944108466424,3.2353048422248625,0.3693918245264207,4.227816550348953,16.716666666666665,0.02642073778664008,1.3988035892323032,7.435382352941179,cp10,romance,cp10,brown_texts/cp10.txt
cb27,1979,2923,0.004547751389590703,0.261033185083818,0.35100923708518644,0.399931577146767,0.3339035237769415,2.9866941709551633,3.083869328652436,0.37645275391611926,4.7089439110661955,18.669811320754718,0.053562405255179385,1.5765538150581102,10.294561432780043,cb27,editorial,cb27,brown_texts/cb27.txt
ch07,2050,3409,0.0024390243902439024,0.2933411557641537,0.37811674977999415,0.4479319448518627,0.35200938691698447,2.8853436765308245,2.989227484271035,0.30829268292682926,5.1814634146341465,17.083333333333332,0.1151219512195122,1.748780487804878,11.70810975609756,ch07,government,ch07,brown_texts/ch07.txt
cf36,2015,2335,0.020347394540942927,0.21113490364025697,0.2702355460385439,0.30406852248394006,0.29336188436830835,3.212490740992243,3.285924899574986,0.3349875930521092,4.154342431761787,14.708029197080291,0.010918114143920596,1.2779156327543424,5.225535853362555,cf36,lore,cf36,brown_texts/cf36.txt
ch04,1985,3251,0.0020151133501259445,0.29529375576745615,0.3940326053521993,0.45770532143955706,0.3515841279606275,2.932512768981594,3.067383777287303,0.3052896725440806,5.266498740554156,17.882882882882882,0.08211586901763224,1.764735516372796,12.208203417523318,ch04,government,ch04,brown_texts/ch04.txt
cb01,1982,3119,0.008072653884964682,0.27540878486694453,0.3693491503687079,0.43699903815325425,0.3481885219621674,2.9333491616839247,3.027794821944112,0.4339051463168517,5.048435923309788,20.645833333333332,0.07467204843592332,1.6801210898082746,12.28730385973764,cb01,editorial,cb01,brown_texts/cb01.txt
cp19,1980,2340,0.011616161616161616,0.1564102564102564,0.21623931623931625,0.24871794871794872,0.22692307692307692,3.3404415873240225,3.4323936540852404,0.2994949494949495,3.896969696969697,10.206185567010309,0.015656565656565657,1.2843434343434343,3.5456648963865476,cp19,romance,cp19,brown_texts/cp19.txt
ce11,2000,2511,0.021,0.2381521306252489,0.2998805256869773,0.34926324173636003,0.3138191955396257,3.1086754688901626,3.1973450785857294,0.4285,4.477,21.05263157894737,0.0155,1.409,9.246726315789477,ce11,hobbies,ce11,brown_texts/ce11.txt
cg24,2024,3169,0.0024703557312252965,0.28684127485011046,0.38340170400757334,0.4430419690754181,0.35216156516251185,2.8278288510717253,2.915957860009956,0.35721343873517786,4.876482213438735,28.507042253521128,0.0775691699604743,1.6625494071146245,15.14582948282581,cg24,belles_lettres,cg24,brown_texts/cg24.txt
cf29,1966,2967,0.01017293997965412,0.26188068756319516,0.3431075160094371,0.41017863161442536,0.32962588473205257,3.0455181348548996,3.13665909760392,0.4537131230925738,4.922177009155646,20.479166666666668,0.05747711088504578,1.6444557477110886,11.801452822990846,cf29,lore,cf29,brown_texts/cf29.txt
cc17,1943,2967,0.019042717447246525,0.2676103808560836,0.35254465790360634,0.42028985507246375,0.33771486349848334,2.985840908230492,3.0649851535460924,0.4369531652084406,4.986618630983016,18.504761904761907,0.056098816263510036,1.6798764796706125,11.449399602970374,cc17,reviews,cc17,brown_texts/cc17.txt
cd12,2006,3391,0.004985044865403789,0.29873193748156884,0.392214685933353,0.468888233559422,0.3650840460041286,2.8744362526707423,2.9773430917824957,0.37836490528414757,5.259222333000997,26.394736842105264,0.10667996011964108,1.8140578265204388,16.109829721362235,cd12,religion,cd12,brown_texts/cd12.txt
cp03,1978,2365,0.019211324570273004,0.1551797040169133,0.2164904862579281,0.2744186046511628,0.21818181818181817,3.2827230478401255,3.381752153922901,0.3695652173913043,4.175935288169868,11.844311377245509,0.017189079878665317,1.3230535894843276,4.6413137930408155,cp03,romance,cp03,brown_texts/cp03.txt
ck23,2011,2511,0.015912481352560914,0.22301871764237355,0.2962962962962963,0.344484269215452,0.28833134209478295,3.161017506791572,3.246257300994774,0.3908503232222775,4.451019393336648,18.117117117117118,0.023868722028841372,1.389358528095475,7.870106307202281,ck23,fiction,ck23,brown_texts/ck23.txt
ce33,1957,2728,0.008175779253960144,0.25219941348973607,0.3383431085043988,0.3874633431085044,0.3258797653958944,3.0487502391644514,3.1266479606082225,0.37966274910577413,4.593254982115483,17.31858407079646,0.04854368932038835,1.516096065406234,9.054181359404183,ce33,hobbies,ce33,brown_texts/ce33.txt
cj31,1993,2843,0.015554440541896638,0.22933520928596554,0.341540626099191,0.39359831164263104,0.3088287020752726,3.0085639110978,3.1004427935558403,0.34069242348218765,4.684897139989965,35.589285714285715,0.04917210235825389,1.5840441545408932,16.98154245215397,cj31,learned,cj31,brown_texts/cj31.txt
